image_number,age_group_original,age_group_binned,age_group_confidence,gender,gender_confidence,aligned_path
33654,50-69,50-69,0.7021,male,1.0,aligned_faces\33654.png
33655,3-6,0-5,0.6739,female,1.0,aligned_faces\33655.png
33656,40-49,40-49,0.6654,female,1.0,aligned_faces\33656.png
33657,50-69,50-69,0.6972,male,1.0,aligned_faces\33657.png
33658,30-39,30-39,0.334,female,0.666,aligned_faces\33658.png
33659,20-29,20-29,1.0,female,1.0,aligned_faces\33659.png
33660,15-19,13-19,0.6827,male,1.0,aligned_faces\33660.png
33661,20-29,20-29,1.0,female,1.0,aligned_faces\33661.png
33662,20-29,20-29,0.6913,female,0.6913,aligned_faces\33662.png
33663,50-69,50-69,0.6677,male,1.0,aligned_faces\33663.png
33664,20-29,20-29,1.0,male,1.0,aligned_faces\33664.png
33665,20-29,20-29,0.6918,female,1.0,aligned_faces\33665.png
33666,20-29,20-29,0.6609,female,1.0,aligned_faces\33666.png
33667,20-29,20-29,0.6569,male,1.0,aligned_faces\33667.png
33668,40-49,40-49,0.6831,female,1.0,aligned_faces\33668.png
33669,20-29,20-29,0.6675,female,1.0,aligned_faces\33669.png
33670,7-9,6-12,0.6465,female,1.0,aligned_faces\33670.png
33671,20-29,20-29,1.0,female,1.0,aligned_faces\33671.png
33672,3-6,0-5,0.6902,female,1.0,aligned_faces\33672.png
33673,30-39,30-39,0.6778,male,1.0,aligned_faces\33673.png
33674,20-29,20-29,0.6639,female,1.0,aligned_faces\33674.png
33675,10-14,6-12,0.6847,female,1.0,aligned_faces\33675.png
33676,50-69,50-69,1.0,male,1.0,aligned_faces\33676.png
33677,3-6,0-5,0.6826,male,1.0,aligned_faces\33677.png
33678,3-6,0-5,0.6511,male,1.0,aligned_faces\33678.png
33679,15-19,13-19,1.0,male,1.0,aligned_faces\33679.png
33680,50-69,50-69,0.667,male,1.0,aligned_faces\33680.png
33681,3-6,0-5,1.0,male,1.0,aligned_faces\33681.png
33682,20-29,20-29,0.6444,female,1.0,aligned_faces\33682.png
33683,20-29,20-29,1.0,male,1.0,aligned_faces\33683.png
33684,50-69,50-69,0.6561,female,1.0,aligned_faces\33684.png
33685,50-69,50-69,1.0,male,1.0,aligned_faces\33685.png
33686,30-39,30-39,0.6544,male,1.0,aligned_faces\33686.png
33687,30-39,30-39,1.0,male,1.0,aligned_faces\33687.png
33688,30-39,30-39,0.6717,female,1.0,aligned_faces\33688.png
33689,20-29,20-29,0.6596,female,1.0,aligned_faces\33689.png
33690,3-6,0-5,0.6532,female,0.6532,aligned_faces\33690.png
33691,30-39,30-39,1.0,female,1.0,aligned_faces\33691.png
33692,3-6,0-5,1.0,female,1.0,aligned_faces\33692.png
33693,30-39,30-39,0.7599,female,0.7299,aligned_faces\33693.png
33694,30-39,30-39,1.0,female,1.0,aligned_faces\33694.png
33695,20-29,20-29,0.6724,male,0.6724,aligned_faces\33695.png
33696,20-29,20-29,0.6698,female,1.0,aligned_faces\33696.png
33697,30-39,30-39,0.3605,female,1.0,aligned_faces\33697.png
33698,30-39,30-39,0.6353,female,1.0,aligned_faces\33698.png
33699,20-29,20-29,0.3485,female,1.0,aligned_faces\33699.png
33700,30-39,30-39,0.661,female,1.0,aligned_faces\33700.png
33701,30-39,30-39,0.5004,female,1.0,aligned_faces\33701.png
33702,3-6,0-5,0.6786,female,1.0,aligned_faces\33702.png
33703,20-29,20-29,0.651,female,1.0,aligned_faces\33703.png
33704,20-29,20-29,0.6314,male,1.0,aligned_faces\33704.png
33705,30-39,30-39,0.6822,male,1.0,aligned_faces\33705.png
33706,30-39,30-39,1.0,female,1.0,aligned_faces\33706.png
33707,20-29,20-29,1.0,male,1.0,aligned_faces\33707.png
33708,0-2,0-5,1.0,male,0.6835,aligned_faces\33708.png
33709,20-29,20-29,1.0,male,1.0,aligned_faces\33709.png
33710,40-49,40-49,0.6786,male,1.0,aligned_faces\33710.png
33711,10-14,6-12,0.6321,female,1.0,aligned_faces\33711.png
33712,20-29,20-29,1.0,female,1.0,aligned_faces\33712.png
33713,70-120,70+,1.0,female,1.0,aligned_faces\33713.png
33714,30-39,30-39,0.6658,female,0.6915,aligned_faces\33714.png
33715,30-39,30-39,0.6716,male,1.0,aligned_faces\33715.png
33716,7-9,6-12,0.6686,female,1.0,aligned_faces\33716.png
33717,20-29,20-29,0.6739,male,1.0,aligned_faces\33717.png
33718,30-39,30-39,0.6753,male,1.0,aligned_faces\33718.png
33719,50-69,50-69,1.0,male,1.0,aligned_faces\33719.png
33720,30-39,30-39,0.3481,female,1.0,aligned_faces\33720.png
33721,0-2,0-5,1.0,male,1.0,aligned_faces\33721.png
33722,50-69,50-69,0.6749,male,1.0,aligned_faces\33722.png
33723,20-29,20-29,0.6728,male,1.0,aligned_faces\33723.png
33724,15-19,13-19,0.6641,female,1.0,aligned_faces\33724.png
33725,7-9,6-12,0.3647,male,1.0,aligned_faces\33725.png
33726,20-29,20-29,0.6573,female,1.0,aligned_faces\33726.png
33727,40-49,40-49,0.6523,male,1.0,aligned_faces\33727.png
33728,20-29,20-29,1.0,female,1.0,aligned_faces\33728.png
33729,40-49,40-49,0.6783,female,1.0,aligned_faces\33729.png
33730,20-29,20-29,1.0,male,1.0,aligned_faces\33730.png
33731,50-69,50-69,0.6801,male,1.0,aligned_faces\33731.png
33732,40-49,40-49,1.0,male,1.0,aligned_faces\33732.png
33733,3-6,0-5,1.0,female,0.667,aligned_faces\33733.png
33734,30-39,30-39,0.6818,male,1.0,aligned_faces\33734.png
33735,50-69,50-69,0.6607,male,1.0,aligned_faces\33735.png
33736,3-6,0-5,0.357,female,1.0,aligned_faces\33736.png
33737,15-19,13-19,0.6501,female,1.0,aligned_faces\33737.png
33738,20-29,20-29,0.6549,female,1.0,aligned_faces\33738.png
33739,20-29,20-29,0.6808,female,1.0,aligned_faces\33739.png
33740,10-14,6-12,0.3545,female,1.0,aligned_faces\33740.png
33741,30-39,30-39,0.6515,male,1.0,aligned_faces\33741.png
33742,30-39,30-39,0.6456,female,1.0,aligned_faces\33742.png
33743,30-39,30-39,0.6521,male,1.0,aligned_faces\33743.png
33744,40-49,40-49,0.6845,male,1.0,aligned_faces\33744.png
33745,20-29,20-29,0.6644,female,1.0,aligned_faces\33745.png
33746,30-39,30-39,0.6658,female,1.0,aligned_faces\33746.png
33747,3-6,0-5,0.648,female,1.0,aligned_faces\33747.png
33748,10-14,6-12,1.0,male,1.0,aligned_faces\33748.png
33749,30-39,30-39,0.6524,female,1.0,aligned_faces\33749.png
33750,30-39,30-39,1.0,male,1.0,aligned_faces\33750.png
33751,3-6,0-5,0.6666,female,1.0,aligned_faces\33751.png
33752,15-19,13-19,0.6466,male,1.0,aligned_faces\33752.png
33753,20-29,20-29,1.0,female,1.0,aligned_faces\33753.png
33754,30-39,30-39,0.6527,male,1.0,aligned_faces\33754.png
33755,15-19,13-19,0.6683,male,1.0,aligned_faces\33755.png
33756,15-19,13-19,0.6935,male,1.0,aligned_faces\33756.png
33757,30-39,30-39,0.6612,male,1.0,aligned_faces\33757.png
33758,40-49,40-49,0.3515,male,1.0,aligned_faces\33758.png
33759,20-29,20-29,0.6392,female,1.0,aligned_faces\33759.png
33760,7-9,6-12,1.0,male,1.0,aligned_faces\33760.png
33761,20-29,20-29,1.0,female,1.0,aligned_faces\33761.png
33762,3-6,0-5,0.6884,female,1.0,aligned_faces\33762.png
33763,15-19,13-19,0.6558,male,1.0,aligned_faces\33763.png
33764,20-29,20-29,1.0,male,1.0,aligned_faces\33764.png
33765,15-19,13-19,0.3615,female,1.0,aligned_faces\33765.png
33766,40-49,40-49,0.6163,male,1.0,aligned_faces\33766.png
33767,40-49,40-49,0.6936,male,1.0,aligned_faces\33767.png
33768,20-29,20-29,1.0,male,1.0,aligned_faces\33768.png
33769,20-29,20-29,0.6961,female,0.6581,aligned_faces\33769.png
33770,40-49,40-49,0.6602,male,1.0,aligned_faces\33770.png
33771,40-49,40-49,0.6714,female,1.0,aligned_faces\33771.png
33772,50-69,50-69,1.0,male,1.0,aligned_faces\33772.png
33773,15-19,13-19,0.6738,female,1.0,aligned_faces\33773.png
33774,20-29,20-29,1.0,female,1.0,aligned_faces\33774.png
33775,40-49,40-49,1.0,male,1.0,aligned_faces\33775.png
33776,70-120,70+,1.0,female,1.0,aligned_faces\33776.png
33777,15-19,13-19,0.6659,female,1.0,aligned_faces\33777.png
33778,20-29,20-29,0.6569,female,1.0,aligned_faces\33778.png
33779,40-49,40-49,1.0,female,1.0,aligned_faces\33779.png
33780,20-29,20-29,1.0,female,1.0,aligned_faces\33780.png
33781,70-120,70+,0.6383,male,1.0,aligned_faces\33781.png
33782,50-69,50-69,0.6763,male,1.0,aligned_faces\33782.png
33783,15-19,13-19,0.3457,female,1.0,aligned_faces\33783.png
33784,3-6,0-5,0.6912,female,0.6618,aligned_faces\33784.png
33785,3-6,0-5,0.6445,female,1.0,aligned_faces\33785.png
33786,20-29,20-29,1.0,female,1.0,aligned_faces\33786.png
33787,50-69,50-69,0.6489,male,1.0,aligned_faces\33787.png
33788,40-49,40-49,1.0,male,1.0,aligned_faces\33788.png
33789,30-39,30-39,0.666,female,1.0,aligned_faces\33789.png
33790,10-14,6-12,0.6533,female,1.0,aligned_faces\33790.png
33791,50-69,50-69,0.3567,female,1.0,aligned_faces\33791.png
33792,30-39,30-39,1.0,female,1.0,aligned_faces\33792.png
33793,15-19,13-19,0.3482,female,1.0,aligned_faces\33793.png
33794,30-39,30-39,0.6913,male,1.0,aligned_faces\33794.png
33795,30-39,30-39,0.6668,female,1.0,aligned_faces\33795.png
33796,30-39,30-39,0.6782,male,1.0,aligned_faces\33796.png
33797,0-2,0-5,1.0,female,1.0,aligned_faces\33797.png
33798,30-39,30-39,0.6551,male,1.0,aligned_faces\33798.png
33799,40-49,40-49,0.7143,male,1.0,aligned_faces\33799.png
33800,50-69,50-69,1.0,female,1.0,aligned_faces\33800.png
33801,10-14,6-12,1.0,female,1.0,aligned_faces\33801.png
33802,20-29,20-29,0.6378,female,1.0,aligned_faces\33802.png
33803,30-39,30-39,1.0,male,0.6527,aligned_faces\33803.png
33804,30-39,30-39,0.6364,male,1.0,aligned_faces\33804.png
33805,10-14,6-12,0.6723,female,1.0,aligned_faces\33805.png
33806,40-49,40-49,0.6661,male,1.0,aligned_faces\33806.png
33807,20-29,20-29,0.6504,male,1.0,aligned_faces\33807.png
33808,50-69,50-69,0.355,male,1.0,aligned_faces\33808.png
33809,30-39,30-39,0.7029,male,1.0,aligned_faces\33809.png
33810,20-29,20-29,1.0,female,1.0,aligned_faces\33810.png
33811,7-9,6-12,0.6493,male,1.0,aligned_faces\33811.png
33812,20-29,20-29,0.6879,female,1.0,aligned_faces\33812.png
33813,40-49,40-49,1.0,female,0.6996,aligned_faces\33813.png
33814,50-69,50-69,0.6561,female,1.0,aligned_faces\33814.png
33815,7-9,6-12,0.6438,female,1.0,aligned_faces\33815.png
33816,50-69,50-69,1.0,female,1.0,aligned_faces\33816.png
33817,30-39,30-39,1.0,male,1.0,aligned_faces\33817.png
33818,40-49,40-49,0.6651,female,1.0,aligned_faces\33818.png
33819,20-29,20-29,0.6938,male,1.0,aligned_faces\33819.png
33820,40-49,40-49,0.6854,female,1.0,aligned_faces\33820.png
33821,20-29,20-29,0.6624,male,1.0,aligned_faces\33821.png
33822,20-29,20-29,0.6777,female,1.0,aligned_faces\33822.png
33823,30-39,30-39,0.6783,male,1.0,aligned_faces\33823.png
33824,40-49,40-49,0.6726,female,1.0,aligned_faces\33824.png
33825,7-9,6-12,1.0,female,1.0,aligned_faces\33825.png
33826,10-14,6-12,0.6419,female,1.0,aligned_faces\33826.png
33827,50-69,50-69,0.6618,female,1.0,aligned_faces\33827.png
33828,40-49,40-49,0.694,male,1.0,aligned_faces\33828.png
33829,50-69,50-69,1.0,female,0.6588,aligned_faces\33829.png
33830,0-2,0-5,0.6485,female,1.0,aligned_faces\33830.png
33831,20-29,20-29,0.6753,male,1.0,aligned_faces\33831.png
33832,30-39,30-39,1.0,female,1.0,aligned_faces\33832.png
33833,40-49,40-49,0.6833,male,1.0,aligned_faces\33833.png
33834,15-19,13-19,0.679,female,1.0,aligned_faces\33834.png
33835,70-120,70+,0.3498,male,1.0,aligned_faces\33835.png
33836,30-39,30-39,1.0,male,1.0,aligned_faces\33836.png
33837,40-49,40-49,1.0,male,1.0,aligned_faces\33837.png
33838,30-39,30-39,0.6763,female,1.0,aligned_faces\33838.png
33839,3-6,0-5,1.0,female,1.0,aligned_faces\33839.png
33840,40-49,40-49,0.7163,male,1.0,aligned_faces\33840.png
33841,20-29,20-29,0.6684,female,1.0,aligned_faces\33841.png
33842,40-49,40-49,0.6534,female,1.0,aligned_faces\33842.png
33843,3-6,0-5,0.6471,male,1.0,aligned_faces\33843.png
33844,50-69,50-69,1.0,male,1.0,aligned_faces\33844.png
33845,30-39,30-39,0.6569,male,1.0,aligned_faces\33845.png
33846,0-2,0-5,0.6767,male,1.0,aligned_faces\33846.png
33847,20-29,20-29,1.0,male,1.0,aligned_faces\33847.png
33848,20-29,20-29,1.0,female,1.0,aligned_faces\33848.png
33849,20-29,20-29,1.0,female,1.0,aligned_faces\33849.png
33850,15-19,13-19,0.6745,female,1.0,aligned_faces\33850.png
33851,15-19,13-19,0.3648,female,1.0,aligned_faces\33851.png
33852,70-120,70+,1.0,male,1.0,aligned_faces\33852.png
33853,30-39,30-39,1.0,male,1.0,aligned_faces\33853.png
33854,20-29,20-29,1.0,male,0.6593,aligned_faces\33854.png
33855,50-69,50-69,0.6926,female,1.0,aligned_faces\33855.png
33856,30-39,30-39,0.6706,female,1.0,aligned_faces\33856.png
33857,3-6,0-5,1.0,male,1.0,aligned_faces\33857.png
33858,15-19,13-19,0.6803,female,0.6599,aligned_faces\33858.png
33859,30-39,30-39,1.0,male,1.0,aligned_faces\33859.png
33860,7-9,6-12,0.6308,male,1.0,aligned_faces\33860.png
33861,40-49,40-49,0.6917,male,1.0,aligned_faces\33861.png
33862,50-69,50-69,0.6837,male,1.0,aligned_faces\33862.png
33863,20-29,20-29,0.3522,female,1.0,aligned_faces\33863.png
33864,20-29,20-29,0.6281,female,1.0,aligned_faces\33864.png
33865,50-69,50-69,0.645,male,1.0,aligned_faces\33865.png
33866,20-29,20-29,0.3396,female,1.0,aligned_faces\33866.png
33867,0-2,0-5,1.0,female,0.6554,aligned_faces\33867.png
33868,50-69,50-69,1.0,male,0.6474,aligned_faces\33868.png
33869,50-69,50-69,1.0,male,1.0,aligned_faces\33869.png
33870,40-49,40-49,0.6596,female,1.0,aligned_faces\33870.png
33871,10-14,6-12,0.6497,female,1.0,aligned_faces\33871.png
33872,70-120,70+,0.6791,female,1.0,aligned_faces\33872.png
33873,30-39,30-39,0.6372,male,1.0,aligned_faces\33873.png
33874,70-120,70+,0.6557,male,1.0,aligned_faces\33874.png
33875,0-2,0-5,1.0,male,1.0,aligned_faces\33875.png
33876,7-9,6-12,0.661,male,1.0,aligned_faces\33876.png
33877,30-39,30-39,0.7047,male,1.0,aligned_faces\33877.png
33878,15-19,13-19,0.6944,male,1.0,aligned_faces\33878.png
33879,20-29,20-29,1.0,female,1.0,aligned_faces\33879.png
33880,40-49,40-49,0.3492,male,1.0,aligned_faces\33880.png
33881,20-29,20-29,1.0,male,1.0,aligned_faces\33881.png
33882,20-29,20-29,1.0,male,1.0,aligned_faces\33882.png
33883,30-39,30-39,0.6879,male,1.0,aligned_faces\33883.png
33884,30-39,30-39,1.0,female,1.0,aligned_faces\33884.png
33885,3-6,0-5,1.0,male,0.6706,aligned_faces\33885.png
33886,15-19,13-19,0.6899,male,1.0,aligned_faces\33886.png
33887,20-29,20-29,0.6381,female,1.0,aligned_faces\33887.png
33888,30-39,30-39,0.6259,female,1.0,aligned_faces\33888.png
33889,20-29,20-29,0.6755,male,1.0,aligned_faces\33889.png
33890,30-39,30-39,0.6603,female,1.0,aligned_faces\33890.png
33891,20-29,20-29,0.6744,female,1.0,aligned_faces\33891.png
33892,20-29,20-29,0.6376,female,1.0,aligned_faces\33892.png
33893,20-29,20-29,1.0,female,1.0,aligned_faces\33893.png
33894,40-49,40-49,0.6455,male,1.0,aligned_faces\33894.png
33895,20-29,20-29,0.6615,female,1.0,aligned_faces\33895.png
33896,3-6,0-5,0.6333,female,1.0,aligned_faces\33896.png
33897,30-39,30-39,1.0,female,1.0,aligned_faces\33897.png
33898,40-49,40-49,1.0,male,1.0,aligned_faces\33898.png
33899,40-49,40-49,0.6784,female,1.0,aligned_faces\33899.png
33900,30-39,30-39,0.6814,male,1.0,aligned_faces\33900.png
33901,20-29,20-29,0.6817,female,1.0,aligned_faces\33901.png
33902,70-120,70+,1.0,female,1.0,aligned_faces\33902.png
33903,20-29,20-29,0.6712,female,1.0,aligned_faces\33903.png
33904,20-29,20-29,1.0,female,1.0,aligned_faces\33904.png
33905,30-39,30-39,0.6389,male,1.0,aligned_faces\33905.png
33906,20-29,20-29,0.6614,male,1.0,aligned_faces\33906.png
33907,0-2,0-5,1.0,male,1.0,aligned_faces\33907.png
33908,20-29,20-29,1.0,female,1.0,aligned_faces\33908.png
33909,40-49,40-49,0.677,female,1.0,aligned_faces\33909.png
33910,30-39,30-39,0.6928,male,1.0,aligned_faces\33910.png
33911,3-6,0-5,0.6799,female,1.0,aligned_faces\33911.png
33912,15-19,13-19,1.0,female,0.6417,aligned_faces\33912.png
33913,20-29,20-29,0.6962,male,1.0,aligned_faces\33913.png
33914,40-49,40-49,1.0,male,1.0,aligned_faces\33914.png
33915,40-49,40-49,0.3427,female,1.0,aligned_faces\33915.png
33916,40-49,40-49,0.3524,male,1.0,aligned_faces\33916.png
33917,0-2,0-5,1.0,male,0.6708,aligned_faces\33917.png
33918,7-9,6-12,0.65,female,1.0,aligned_faces\33918.png
33919,7-9,6-12,0.3666,female,1.0,aligned_faces\33919.png
33920,70-120,70+,1.0,male,1.0,aligned_faces\33920.png
33921,50-69,50-69,0.3361,female,1.0,aligned_faces\33921.png
33922,50-69,50-69,1.0,female,1.0,aligned_faces\33922.png
33923,15-19,13-19,0.6732,male,1.0,aligned_faces\33923.png
33924,20-29,20-29,0.6946,female,1.0,aligned_faces\33924.png
33925,7-9,6-12,0.6481,female,0.6481,aligned_faces\33925.png
33926,3-6,0-5,1.0,female,1.0,aligned_faces\33926.png
33927,30-39,30-39,0.689,female,1.0,aligned_faces\33927.png
33928,40-49,40-49,0.6552,female,1.0,aligned_faces\33928.png
33929,7-9,6-12,1.0,male,1.0,aligned_faces\33929.png
33930,50-69,50-69,0.6943,male,1.0,aligned_faces\33930.png
33931,20-29,20-29,1.0,male,1.0,aligned_faces\33931.png
33932,50-69,50-69,0.6731,male,1.0,aligned_faces\33932.png
33933,7-9,6-12,0.6497,female,1.0,aligned_faces\33933.png
33934,40-49,40-49,0.6825,male,1.0,aligned_faces\33934.png
33935,30-39,30-39,1.0,male,1.0,aligned_faces\33935.png
33936,20-29,20-29,0.6639,female,1.0,aligned_faces\33936.png
33937,20-29,20-29,0.6495,male,1.0,aligned_faces\33937.png
33938,30-39,30-39,0.6986,male,1.0,aligned_faces\33938.png
33939,15-19,13-19,0.672,male,0.672,aligned_faces\33939.png
33940,70-120,70+,0.6729,male,1.0,aligned_faces\33940.png
33941,20-29,20-29,0.6726,male,1.0,aligned_faces\33941.png
33942,70-120,70+,0.3409,female,1.0,aligned_faces\33942.png
33943,20-29,20-29,1.0,male,1.0,aligned_faces\33943.png
33944,40-49,40-49,0.6629,male,1.0,aligned_faces\33944.png
33945,15-19,13-19,1.0,female,1.0,aligned_faces\33945.png
33946,40-49,40-49,0.682,male,1.0,aligned_faces\33946.png
33947,50-69,50-69,0.6559,male,1.0,aligned_faces\33947.png
33948,20-29,20-29,0.6566,female,1.0,aligned_faces\33948.png
33949,20-29,20-29,0.7153,female,1.0,aligned_faces\33949.png
33950,3-6,0-5,0.6768,female,1.0,aligned_faces\33950.png
33951,15-19,13-19,0.3498,male,1.0,aligned_faces\33951.png
33952,40-49,40-49,0.3359,female,1.0,aligned_faces\33952.png
33953,20-29,20-29,1.0,male,1.0,aligned_faces\33953.png
33954,15-19,13-19,0.69,female,1.0,aligned_faces\33954.png
33955,40-49,40-49,0.703,female,1.0,aligned_faces\33955.png
33956,30-39,30-39,0.679,male,1.0,aligned_faces\33956.png
33957,10-14,6-12,0.6794,male,1.0,aligned_faces\33957.png
33958,40-49,40-49,1.0,male,1.0,aligned_faces\33958.png
33959,30-39,30-39,0.6714,female,1.0,aligned_faces\33959.png
33960,3-6,0-5,0.6747,female,1.0,aligned_faces\33960.png
33961,20-29,20-29,0.655,female,1.0,aligned_faces\33961.png
33962,15-19,13-19,0.6818,female,1.0,aligned_faces\33962.png
33963,20-29,20-29,0.6595,female,1.0,aligned_faces\33963.png
33964,30-39,30-39,1.0,male,1.0,aligned_faces\33964.png
33965,40-49,40-49,0.6734,female,1.0,aligned_faces\33965.png
33966,20-29,20-29,0.6815,male,1.0,aligned_faces\33966.png
33967,30-39,30-39,0.6978,female,1.0,aligned_faces\33967.png
33968,7-9,6-12,0.3427,female,1.0,aligned_faces\33968.png
33969,15-19,13-19,0.673,female,1.0,aligned_faces\33969.png
33970,20-29,20-29,0.7089,male,0.7089,aligned_faces\33970.png
33971,40-49,40-49,1.0,male,1.0,aligned_faces\33971.png
33972,15-19,13-19,0.6895,male,1.0,aligned_faces\33972.png
33973,30-39,30-39,0.6784,male,1.0,aligned_faces\33973.png
33974,30-39,30-39,1.0,male,1.0,aligned_faces\33974.png
33975,20-29,20-29,0.665,female,1.0,aligned_faces\33975.png
33976,20-29,20-29,0.6789,female,1.0,aligned_faces\33976.png
33977,15-19,13-19,0.3715,male,1.0,aligned_faces\33977.png
33978,30-39,30-39,1.0,male,1.0,aligned_faces\33978.png
33979,15-19,13-19,1.0,female,1.0,aligned_faces\33979.png
33980,15-19,13-19,0.3501,female,1.0,aligned_faces\33980.png
33981,10-14,6-12,1.0,male,1.0,aligned_faces\33981.png
33982,20-29,20-29,0.3397,male,1.0,aligned_faces\33982.png
33983,50-69,50-69,0.6804,male,1.0,aligned_faces\33983.png
33984,40-49,40-49,0.6533,male,1.0,aligned_faces\33984.png
33985,30-39,30-39,0.6282,female,1.0,aligned_faces\33985.png
33986,30-39,30-39,0.6566,male,1.0,aligned_faces\33986.png
33987,20-29,20-29,0.6719,female,1.0,aligned_faces\33987.png
33988,30-39,30-39,0.6906,male,1.0,aligned_faces\33988.png
33989,30-39,30-39,1.0,female,1.0,aligned_faces\33989.png
33990,50-69,50-69,0.6683,male,1.0,aligned_faces\33990.png
33991,20-29,20-29,1.0,male,1.0,aligned_faces\33991.png
33992,40-49,40-49,0.6285,male,1.0,aligned_faces\33992.png
33993,50-69,50-69,0.6843,male,1.0,aligned_faces\33993.png
33994,0-2,0-5,1.0,female,0.6624,aligned_faces\33994.png
33995,30-39,30-39,0.3627,male,0.6761,aligned_faces\33995.png
33996,20-29,20-29,0.6923,female,1.0,aligned_faces\33996.png
33997,7-9,6-12,1.0,female,1.0,aligned_faces\33997.png
33998,40-49,40-49,1.0,male,1.0,aligned_faces\33998.png
33999,20-29,20-29,0.6898,male,1.0,aligned_faces\33999.png
34000,40-49,40-49,0.6537,male,1.0,aligned_faces\34000.png
34001,30-39,30-39,0.3563,female,1.0,aligned_faces\34001.png
34002,20-29,20-29,0.6524,female,1.0,aligned_faces\34002.png
34003,7-9,6-12,0.7022,female,1.0,aligned_faces\34003.png
34004,40-49,40-49,1.0,male,1.0,aligned_faces\34004.png
34005,20-29,20-29,1.0,female,1.0,aligned_faces\34005.png
34006,50-69,50-69,0.3586,male,1.0,aligned_faces\34006.png
34007,30-39,30-39,1.0,female,1.0,aligned_faces\34007.png
34008,7-9,6-12,0.6364,male,1.0,aligned_faces\34008.png
34009,20-29,20-29,1.0,male,1.0,aligned_faces\34009.png
34010,40-49,40-49,0.6674,female,1.0,aligned_faces\34010.png
34011,10-14,6-12,0.7,female,1.0,aligned_faces\34011.png
34012,0-2,0-5,0.6683,female,1.0,aligned_faces\34012.png
34013,0-2,0-5,0.3524,female,0.6859,aligned_faces\34013.png
34014,40-49,40-49,1.0,female,1.0,aligned_faces\34014.png
34015,40-49,40-49,1.0,male,1.0,aligned_faces\34015.png
34016,20-29,20-29,1.0,female,1.0,aligned_faces\34016.png
34017,30-39,30-39,0.6639,male,1.0,aligned_faces\34017.png
34018,20-29,20-29,1.0,female,1.0,aligned_faces\34018.png
34019,20-29,20-29,1.0,male,0.6962,aligned_faces\34019.png
34020,7-9,6-12,1.0,male,1.0,aligned_faces\34020.png
34021,40-49,40-49,0.6746,female,1.0,aligned_faces\34021.png
34022,20-29,20-29,0.6396,female,1.0,aligned_faces\34022.png
34023,20-29,20-29,0.6659,female,1.0,aligned_faces\34023.png
34024,50-69,50-69,1.0,male,1.0,aligned_faces\34024.png
34025,30-39,30-39,0.3581,female,1.0,aligned_faces\34025.png
34026,70-120,70+,1.0,male,1.0,aligned_faces\34026.png
34027,20-29,20-29,1.0,female,1.0,aligned_faces\34027.png
34028,20-29,20-29,0.6667,male,1.0,aligned_faces\34028.png
34029,3-6,0-5,0.6463,male,1.0,aligned_faces\34029.png
34030,30-39,30-39,1.0,female,1.0,aligned_faces\34030.png
34031,3-6,0-5,0.7813,male,0.7126,aligned_faces\34031.png
34032,40-49,40-49,0.6781,male,1.0,aligned_faces\34032.png
34033,70-120,70+,1.0,female,1.0,aligned_faces\34033.png
34034,30-39,30-39,0.352,male,0.648,aligned_faces\34034.png
34035,20-29,20-29,1.0,female,1.0,aligned_faces\34035.png
34036,3-6,0-5,0.6911,female,1.0,aligned_faces\34036.png
34037,20-29,20-29,1.0,female,1.0,aligned_faces\34037.png
34038,40-49,40-49,0.6914,male,1.0,aligned_faces\34038.png
34039,40-49,40-49,0.3509,male,1.0,aligned_faces\34039.png
34040,15-19,13-19,0.6516,female,1.0,aligned_faces\34040.png
34041,0-2,0-5,0.6901,female,1.0,aligned_faces\34041.png
34042,3-6,0-5,0.6891,male,1.0,aligned_faces\34042.png
34043,70-120,70+,1.0,male,1.0,aligned_faces\34043.png
34044,30-39,30-39,0.3575,female,1.0,aligned_faces\34044.png
34045,40-49,40-49,1.0,female,1.0,aligned_faces\34045.png
34046,20-29,20-29,0.652,male,1.0,aligned_faces\34046.png
34047,30-39,30-39,0.6505,female,1.0,aligned_faces\34047.png
34048,15-19,13-19,0.6563,female,1.0,aligned_faces\34048.png
34049,20-29,20-29,0.6852,female,1.0,aligned_faces\34049.png
34050,50-69,50-69,1.0,male,1.0,aligned_faces\34050.png
34051,0-2,0-5,1.0,female,0.7091,aligned_faces\34051.png
34052,20-29,20-29,1.0,female,1.0,aligned_faces\34052.png
34053,30-39,30-39,1.0,female,1.0,aligned_faces\34053.png
34054,50-69,50-69,0.6556,male,1.0,aligned_faces\34054.png
34055,20-29,20-29,0.6636,male,1.0,aligned_faces\34055.png
34056,30-39,30-39,0.3394,female,1.0,aligned_faces\34056.png
34057,30-39,30-39,1.0,male,1.0,aligned_faces\34057.png
34058,30-39,30-39,0.6753,female,1.0,aligned_faces\34058.png
34059,30-39,30-39,1.0,female,1.0,aligned_faces\34059.png
34060,50-69,50-69,0.6647,male,1.0,aligned_faces\34060.png
34061,50-69,50-69,0.6821,female,1.0,aligned_faces\34061.png
34062,40-49,40-49,0.6631,male,1.0,aligned_faces\34062.png
34063,3-6,0-5,1.0,female,1.0,aligned_faces\34063.png
34064,40-49,40-49,0.6459,male,1.0,aligned_faces\34064.png
34065,40-49,40-49,1.0,female,1.0,aligned_faces\34065.png
34066,30-39,30-39,0.666,male,1.0,aligned_faces\34066.png
34067,30-39,30-39,0.6898,female,1.0,aligned_faces\34067.png
